config_id,method,trial,params,fitness,tournament_score,head_to_head_score,runtime,memory,bit_string
24,simulated_annealing,0,"{'numRestarts': 4, 'temperature': 0.25}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",349.86,0.02173,21,11001101100011111100
24,simulated_annealing,1,"{'numRestarts': 4, 'temperature': 0.25}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",327.36,0.02153,21,1011110010111100
24,simulated_annealing,2,"{'numRestarts': 4, 'temperature': 0.25}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",324.53,0.02154,21,10001010111000001100
24,simulated_annealing,3,"{'numRestarts': 4, 'temperature': 0.25}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",348.08,0.02169,21,1110111000101000
24,simulated_annealing,4,"{'numRestarts': 4, 'temperature': 0.25}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",329.65,0.02154,21,1101100101101100
25,simulated_annealing,0,"{'numRestarts': 4, 'temperature': 0.3}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",340.19,0.02573,21,10001001110111111100
25,simulated_annealing,1,"{'numRestarts': 4, 'temperature': 0.3}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",329.1,0.02579,21,10001010101100111000
25,simulated_annealing,2,"{'numRestarts': 4, 'temperature': 0.3}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",322.52,0.02574,21,10001001110111111000
25,simulated_annealing,3,"{'numRestarts': 4, 'temperature': 0.3}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",324.76,0.02588,21,11001011110111111000
25,simulated_annealing,4,"{'numRestarts': 4, 'temperature': 0.3}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",325.26,0.02575,21,10001001100000101000
26,simulated_annealing,0,"{'numRestarts': 4, 'temperature': 0.35}",215,"[288, 414, 404, 428, 430, 404, 332, 430]",359.36,0.02932,21,11101011110010100000
26,simulated_annealing,1,"{'numRestarts': 4, 'temperature': 0.35}",215,"[288, 414, 404, 428, 430, 404, 332, 430]",324.69,0.0291,21,101101100100000100
26,simulated_annealing,2,"{'numRestarts': 4, 'temperature': 0.35}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",337.95,0.02933,21,1010111111111000
26,simulated_annealing,3,"{'numRestarts': 4, 'temperature': 0.35}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",339.0,0.02942,21,1001011110100011000
26,simulated_annealing,4,"{'numRestarts': 4, 'temperature': 0.35}",215,"[288, 414, 404, 428, 430, 404, 332, 430]",338.94,0.02938,21,11101010100110010100
27,simulated_annealing,0,"{'numRestarts': 4, 'temperature': 0.4}",215,"[288, 414, 404, 428, 430, 404, 332, 430]",354.75,0.03235,21,10101110110000110000
27,simulated_annealing,1,"{'numRestarts': 4, 'temperature': 0.4}",215,"[288, 414, 404, 428, 430, 404, 332, 430]",320.88,0.03256,21,1101100100010101000
27,simulated_annealing,2,"{'numRestarts': 4, 'temperature': 0.4}",215,"[288, 414, 404, 428, 430, 404, 332, 430]",337.46,0.03252,21,1101111100010101000
27,simulated_annealing,3,"{'numRestarts': 4, 'temperature': 0.4}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",338.66,0.03247,21,1001110110110101100
27,simulated_annealing,4,"{'numRestarts': 4, 'temperature': 0.4}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",333.6,0.03237,21,10001100101000111000
28,simulated_annealing,0,"{'numRestarts': 4, 'temperature': 0.45}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",324.35,0.03502,21,1100100110101000
28,simulated_annealing,1,"{'numRestarts': 4, 'temperature': 0.45}",215,"[288, 414, 404, 428, 430, 404, 332, 430]",345.29,0.03509,21,10101001100110010000
28,simulated_annealing,2,"{'numRestarts': 4, 'temperature': 0.45}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",350.99,0.03523,21,1001111110010111100
28,simulated_annealing,3,"{'numRestarts': 4, 'temperature': 0.45}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",326.46,0.03547,21,1001010101010001000
28,simulated_annealing,4,"{'numRestarts': 4, 'temperature': 0.45}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",316.23,0.036,21,10001000111001101000
29,simulated_annealing,0,"{'numRestarts': 5, 'temperature': 0.15}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",342.58,0.01213,21,1001011101100111000
29,simulated_annealing,1,"{'numRestarts': 5, 'temperature': 0.15}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",321.84,0.01214,21,1001001101000011100
29,simulated_annealing,2,"{'numRestarts': 5, 'temperature': 0.15}",215,"[288, 414, 404, 428, 430, 404, 332, 430]",351.65,0.01233,21,101100110000111000
29,simulated_annealing,3,"{'numRestarts': 5, 'temperature': 0.15}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",351.72,0.01219,21,11001000111011111000
29,simulated_annealing,4,"{'numRestarts': 5, 'temperature': 0.15}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",342.85,0.01211,21,1000110111111100
30,simulated_annealing,0,"{'numRestarts': 5, 'temperature': 0.2}",215,"[288, 414, 404, 428, 430, 404, 332, 430]",348.29,0.02035,21,11101110100010100100
30,simulated_annealing,1,"{'numRestarts': 5, 'temperature': 0.2}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",323.42,0.02453,21,1001010101111011000
30,simulated_annealing,2,"{'numRestarts': 5, 'temperature': 0.2}",215,"[288, 414, 404, 428, 430, 404, 332, 430]",343.72,0.02387,21,1101000100100010100
30,simulated_annealing,3,"{'numRestarts': 5, 'temperature': 0.2}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",330.97,0.02097,21,11001101100111011100
30,simulated_annealing,4,"{'numRestarts': 5, 'temperature': 0.2}",215,"[288, 414, 404, 428, 430, 404, 332, 430]",342.22,0.02076,21,10101001110110010000
31,simulated_annealing,0,"{'numRestarts': 5, 'temperature': 0.25}",215,"[288, 414, 404, 428, 430, 404, 332, 430]",333.67,0.02816,21,1101011100000101100
31,simulated_annealing,1,"{'numRestarts': 5, 'temperature': 0.25}",215,"[296, 414, 404, 428, 430, 404, 334, 430]",340.6,0.02795,21,1101110101111000
31,simulated_annealing,2,"{'numRestarts': 5, 'temperature': 0.25}",215,"[288, 414, 404, 428, 430, 404, 332, 430]",320.49,0.02793,21,10101000110110000100
